timestamp,base_station_id,base_station_name,signal_type,status,success_rate,failure_rate,call_attempts,active_users,signal_strength_dbm,signal_quality_db,downlink_throughput_mbps,uplink_throughput_mbps,latency_ms,jitter_ms,packet_loss_percent,resource_block_usage_percent,cpu_usage_percent,memory_usage_percent,temperature_celsius
2025-03-01 00:00:00,BS001,城东-商业区基站,RRC_CONNECTION_RELEASE,SUCCESS,0.9137451119974369,0.08625488800256309,29,142,-112.1990679778782,4.679835610086079,181.3170570354793,175.9117062394883,20.02787529358022,2.080725777960454,0.1029224714790122,57.99999999999999,67.39819704323989,67.97327922401266,29.24678221356552
2025-03-01 00:00:00,BS002,城西-住宅区基站,SERVICE_REQUEST,SUCCESS,0.804381860757869,0.195618139242131,10,107,-93.76126698708055,11.99582915145766,165.3319284990616,195.2759933914627,10.81928351075761,-4.093935654671792,3.091930046665436,40.0,37.64923982534326,54.49692657420364,34.3352578649596
2025-03-01 00:00:00,BS003,城北-工业园区基站,DETACH_ACCEPT,SUCCESS,0.8025203426203746,0.1974796573796254,28,184,-72.88991221575736,16.89864653536618,639.5831035558825,22.87392539963855,10.77234564055373,-2.589745339739883,3.416317594127291,56.00000000000001,58.19993315565242,65.99584735208492,28.46729307015544
2025-03-01 00:00:00,BS004,城南-大学城基站,HANDOVER_REQUEST,SUCCESS,0.8807796161533366,0.1192203838466634,13,99,-109.6029168565906,17.03100983459974,143.838609437782,171.6112594270997,16.24385333424414,-1.048497639981856,4.633294328968971,36.0,40.54543991712842,30.79622306417506,36.40887948810798
2025-03-01 00:00:00,BS005,市中心-商业区基站,RRC_CONNECTION_RELEASE,SUCCESS,0.8677831320717819,0.1322168679282181,30,131,-105.953274515631,16.28088249474746,297.2939149646677,164.3954565357271,6.86376609199427,4.868869366005173,3.861223846483287,59.0,52.97431363068345,44.16566351370807,41.30922856909668
2025-03-01 00:01:00,BS001,城东-商业区基站,PAGING,SUCCESS,0.8681084884234118,0.1318915115765882,17,82,-114.2065470237435,25.89310277626781,972.6173775585811,79.56164447347686,6.588958757150591,-1.890176782843378,1.625916610133735,36.0,40.59212356676128,40.12672414065639,42.74425485152653
2025-03-01 00:01:00,BS002,城西-住宅区基站,RRC_CONNECTION_RELEASE,SUCCESS,0.9445491592372105,0.0554508407627895,12,150,-91.93614012152518,23.12901539863683,791.3138349101471,114.0919092887589,15.68852545896374,-4.745808732559048,0.5394571349665223,20.0,10.62858371373468,24.09231233791341,31.28711962152654
2025-03-01 00:01:00,BS003,城北-工业园区基站,PAGING,SUCCESS,0.9791421784060164,0.02085782159398364,13,192,-90.0567266755732,20.84354799119114,1332.654974621361,132.3837286640828,12.39084214594285,-3.945057401697294,2.282672852414551,51.0,45.36880874433668,48.49529843611099,42.66560517837736
2025-03-01 00:01:00,BS004,城南-大学城基站,HANDOVER_COMMAND,SUCCESS,0.8000988716291101,0.1999011283708899,34,178,-102.3715571832915,9.14343774474087,330.5181944001184,116.1360954875796,17.12074928397458,1.924360328902703,1.347061668992607,47.0,41.88251044495549,37.04873126518792,29.37528439146141
2025-03-01 00:01:00,BS005,市中心-商业区基站,RRC_CONNECTION_SETUP_COMPLETE,PENDING,0.7887341884826334,0.2112658115173666,18,162,-107.4108852087318,14.91745517677156,521.2296337434775,71.27128898794416,5.92217368386332,1.095643339798968,2.513395116144308,43.0,34.02957502499979,36.35939392709835,43.16531771933307
